O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Date,Domain Source
17-2199.03,"Energy Engineers, Except Wind and Solar",1.C.4.b,Stress Tolerance,IM,Importance,3.77,22,,,,,07/2016,Occupational Expert
17-2199.03,"Energy Engineers, Except Wind and Solar",1.C.4.c,Adaptability/Flexibility,IM,Importance,4.18,22,,,,,07/2016,Occupational Expert
17-2199.03,"Energy Engineers, Except Wind and Solar",1.C.5.a,Dependability,IM,Importance,4.36,22,,,,,07/2016,Occupational Expert
17-2199.03,"Energy Engineers, Except Wind and Solar",1.C.5.b,Attention to Detail,IM,Importance,4.59,22,,,,,07/2016,Occupational Expert
17-2199.03,"Energy Engineers, Except Wind and Solar",1.C.5.c,Integrity,IM,Importance,4.55,22,,,,,07/2016,Occupational Expert
17-2199.03,"Energy Engineers, Except Wind and Solar",1.C.6,Independence,IM,Importance,4.14,22,,,,,07/2016,Occupational Expert
17-2199.03,"Energy Engineers, Except Wind and Solar",1.C.7.a,Innovation,IM,Importance,4.18,22,,,,,07/2016,Occupational Expert
17-2199.03,"Energy Engineers, Except Wind and Solar",1.C.7.b,Analytical Thinking,IM,Importance,4.73,22,,,,,07/2016,Occupational Expert
17-2199.05,Mechatronics Engineers,1.C.1.a,Achievement/Effort,IM,Importance,3.87,18,0.08,3.72,4.03,N,08/2022,Incumbent
17-2199.05,Mechatronics Engineers,1.C.1.b,Persistence,IM,Importance,3.88,18,0.21,3.44,4.33,N,08/2022,Incumbent
17-2199.05,Mechatronics Engineers,1.C.1.c,Initiative,IM,Importance,3.92,18,0.33,3.23,4.61,N,08/2022,Incumbent
17-2199.05,Mechatronics Engineers,1.C.2.b,Leadership,IM,Importance,3.48,18,0.24,2.97,3.99,N,08/2022,Incumbent
17-2199.05,Mechatronics Engineers,1.C.3.a,Cooperation,IM,Importance,3.81,18,0.24,3.3,4.31,N,08/2022,Incumbent
17-2199.05,Mechatronics Engineers,1.C.3.b,Concern for Others,IM,Importance,2.78,18,0.36,2.02,3.53,N,08/2022,Incumbent
17-2199.05,Mechatronics Engineers,1.C.3.c,Social Orientation,IM,Importance,2.8,18,0.15,2.47,3.13,N,08/2022,Incumbent
17-2199.05,Mechatronics Engineers,1.C.4.a,Self-Control,IM,Importance,3.5,18,0.24,3,4,N,08/2022,Incumbent
17-2199.05,Mechatronics Engineers,1.C.4.b,Stress Tolerance,IM,Importance,4,18,0.04,3.92,4.07,N,08/2022,Incumbent
17-2199.05,Mechatronics Engineers,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.8,18,0.14,3.52,4.09,N,08/2022,Incumbent
17-2199.05,Mechatronics Engineers,1.C.5.a,Dependability,IM,Importance,4.15,18,0.09,3.96,4.34,N,08/2022,Incumbent
17-2199.05,Mechatronics Engineers,1.C.5.b,Attention to Detail,IM,Importance,4.38,18,0.22,3.91,4.85,N,08/2022,Incumbent
17-2199.05,Mechatronics Engineers,1.C.5.c,Integrity,IM,Importance,4.02,18,0.07,3.87,4.17,N,08/2022,Incumbent
17-2199.05,Mechatronics Engineers,1.C.6,Independence,IM,Importance,3.51,18,0.16,3.18,3.85,N,08/2022,Incumbent
17-2199.05,Mechatronics Engineers,1.C.7.a,Innovation,IM,Importance,4.19,18,0.34,3.47,4.91,N,08/2022,Incumbent
17-2199.05,Mechatronics Engineers,1.C.7.b,Analytical Thinking,IM,Importance,4.2,18,0.15,3.89,4.52,N,08/2022,Incumbent
17-2199.06,Microsystems Engineers,1.C.1.a,Achievement/Effort,IM,Importance,3.9,18,0.21,3.45,4.34,N,07/2016,Incumbent
17-2199.06,Microsystems Engineers,1.C.1.b,Persistence,IM,Importance,3.93,18,0.28,3.34,4.52,N,07/2016,Incumbent
17-2199.06,Microsystems Engineers,1.C.1.c,Initiative,IM,Importance,4.07,18,0.04,3.98,4.15,N,07/2016,Incumbent
17-2199.06,Microsystems Engineers,1.C.2.b,Leadership,IM,Importance,3.56,18,0.14,3.26,3.86,N,07/2016,Incumbent
17-2199.06,Microsystems Engineers,1.C.3.a,Cooperation,IM,Importance,4.01,18,0.16,3.67,4.34,N,07/2016,Incumbent
17-2199.06,Microsystems Engineers,1.C.3.b,Concern for Others,IM,Importance,3.05,18,0.36,2.28,3.81,N,07/2016,Incumbent
17-2199.06,Microsystems Engineers,1.C.3.c,Social Orientation,IM,Importance,2.58,18,0.25,2.05,3.11,N,07/2016,Incumbent
17-2199.06,Microsystems Engineers,1.C.4.a,Self-Control,IM,Importance,3.52,18,0.2,3.09,3.94,N,07/2016,Incumbent
17-2199.06,Microsystems Engineers,1.C.4.b,Stress Tolerance,IM,Importance,3.76,18,0.14,3.46,4.07,N,07/2016,Incumbent
17-2199.06,Microsystems Engineers,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.82,18,0.15,3.5,4.15,N,07/2016,Incumbent
17-2199.06,Microsystems Engineers,1.C.5.a,Dependability,IM,Importance,4.05,18,0.04,3.96,4.14,N,07/2016,Incumbent
17-2199.06,Microsystems Engineers,1.C.5.b,Attention to Detail,IM,Importance,4.59,18,0.14,4.29,4.89,N,07/2016,Incumbent
17-2199.06,Microsystems Engineers,1.C.5.c,Integrity,IM,Importance,4.26,18,0.26,3.71,4.8,N,07/2016,Incumbent
17-2199.06,Microsystems Engineers,1.C.6,Independence,IM,Importance,3.23,18,0.29,2.61,3.85,N,07/2016,Incumbent
17-2199.06,Microsystems Engineers,1.C.7.a,Innovation,IM,Importance,4.32,18,0.17,3.97,4.67,N,07/2016,Incumbent
17-2199.06,Microsystems Engineers,1.C.7.b,Analytical Thinking,IM,Importance,4.66,18,0.13,4.38,4.93,N,07/2016,Incumbent
17-2199.07,Photonics Engineers,1.C.1.a,Achievement/Effort,IM,Importance,3.96,23,,,,,08/2018,Occupational Expert
17-2199.07,Photonics Engineers,1.C.1.b,Persistence,IM,Importance,3.78,23,,,,,08/2018,Occupational Expert
17-2199.07,Photonics Engineers,1.C.1.c,Initiative,IM,Importance,3.52,23,,,,,08/2018,Occupational Expert
17-2199.07,Photonics Engineers,1.C.2.b,Leadership,IM,Importance,2.87,23,,,,,08/2018,Occupational Expert
17-2199.07,Photonics Engineers,1.C.3.a,Cooperation,IM,Importance,3.48,23,,,,,08/2018,Occupational Expert
17-2199.07,Photonics Engineers,1.C.3.b,Concern for Others,IM,Importance,2.57,23,,,,,08/2018,Occupational Expert
17-2199.07,Photonics Engineers,1.C.3.c,Social Orientation,IM,Importance,1.96,23,,,,,08/2018,Occupational Expert
17-2199.07,Photonics Engineers,1.C.4.a,Self-Control,IM,Importance,3.04,23,,,,,08/2018,Occupational Expert
17-2199.07,Photonics Engineers,1.C.4.b,Stress Tolerance,IM,Importance,3.61,23,,,,,08/2018,Occupational Expert
17-2199.07,Photonics Engineers,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.83,23,,,,,08/2018,Occupational Expert
17-2199.07,Photonics Engineers,1.C.5.a,Dependability,IM,Importance,4,23,,,,,08/2018,Occupational Expert
17-2199.07,Photonics Engineers,1.C.5.b,Attention to Detail,IM,Importance,4.39,23,,,,,08/2018,Occupational Expert
17-2199.07,Photonics Engineers,1.C.5.c,Integrity,IM,Importance,4,23,,,,,08/2018,Occupational Expert
17-2199.07,Photonics Engineers,1.C.6,Independence,IM,Importance,3.35,23,,,,,08/2018,Occupational Expert
17-2199.07,Photonics Engineers,1.C.7.a,Innovation,IM,Importance,4,23,,,,,08/2018,Occupational Expert
17-2199.07,Photonics Engineers,1.C.7.b,Analytical Thinking,IM,Importance,4.57,23,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.1.a,Achievement/Effort,IM,Importance,4.27,30,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.1.b,Persistence,IM,Importance,4.3,30,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.1.c,Initiative,IM,Importance,4.23,30,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.2.b,Leadership,IM,Importance,3.48,29,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.3.a,Cooperation,IM,Importance,4.13,30,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.3.b,Concern for Others,IM,Importance,3.3,30,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.3.c,Social Orientation,IM,Importance,2.67,30,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.4.a,Self-Control,IM,Importance,3.7,30,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.4.b,Stress Tolerance,IM,Importance,3.93,30,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.1,30,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.5.a,Dependability,IM,Importance,4.2,30,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.5.b,Attention to Detail,IM,Importance,4.47,30,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.5.c,Integrity,IM,Importance,4.23,30,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.6,Independence,IM,Importance,3.7,30,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.7.a,Innovation,IM,Importance,4.2,30,,,,,08/2018,Occupational Expert
17-2199.08,Robotics Engineers,1.C.7.b,Analytical Thinking,IM,Importance,4.5,30,,,,,08/2018,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.1.a,Achievement/Effort,IM,Importance,4,21,,,,,08/2023,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.1.b,Persistence,IM,Importance,4.24,21,,,,,08/2023,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.1.c,Initiative,IM,Importance,4.19,21,,,,,08/2023,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.2.b,Leadership,IM,Importance,3.52,21,,,,,08/2023,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.3.a,Cooperation,IM,Importance,4.14,21,,,,,08/2023,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.3.b,Concern for Others,IM,Importance,3,21,,,,,08/2023,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.3.c,Social Orientation,IM,Importance,2.19,21,,,,,08/2023,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.4.a,Self-Control,IM,Importance,2.95,21,,,,,08/2023,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.4.b,Stress Tolerance,IM,Importance,3.43,21,,,,,08/2023,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.95,21,,,,,08/2023,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.5.a,Dependability,IM,Importance,3.86,21,,,,,08/2023,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.5.b,Attention to Detail,IM,Importance,4.48,21,,,,,08/2023,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.5.c,Integrity,IM,Importance,4.29,21,,,,,08/2023,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.6,Independence,IM,Importance,3.81,21,,,,,08/2023,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.7.a,Innovation,IM,Importance,4.1,21,,,,,08/2023,Occupational Expert
17-2199.09,Nanosystems Engineers,1.C.7.b,Analytical Thinking,IM,Importance,4.76,21,,,,,08/2023,Occupational Expert
17-2199.10,Wind Energy Engineers,1.C.1.a,Achievement/Effort,IM,Importance,4.23,35,0.2,3.83,4.63,N,07/2012,Incumbent
17-2199.10,Wind Energy Engineers,1.C.1.b,Persistence,IM,Importance,4.28,35,0.19,3.9,4.65,N,07/2012,Incumbent
17-2199.10,Wind Energy Engineers,1.C.1.c,Initiative,IM,Importance,4.39,35,0.16,4.06,4.72,N,07/2012,Incumbent
17-2199.10,Wind Energy Engineers,1.C.2.b,Leadership,IM,Importance,4.05,35,0.26,3.51,4.58,N,07/2012,Incumbent
17-2199.10,Wind Energy Engineers,1.C.3.a,Cooperation,IM,Importance,4.22,35,0.19,3.83,4.6,N,07/2012,Incumbent
17-2199.10,Wind Energy Engineers,1.C.3.b,Concern for Others,IM,Importance,3.39,35,0.18,3.02,3.77,N,07/2012,Incumbent
17-2199.10,Wind Energy Engineers,1.C.3.c,Social Orientation,IM,Importance,3.08,35,0.13,2.81,3.35,N,07/2012,Incumbent
17-2199.10,Wind Energy Engineers,1.C.4.a,Self-Control,IM,Importance,3.91,35,0.29,3.31,4.51,N,07/2012,Incumbent
17-2199.10,Wind Energy Engineers,1.C.4.b,Stress Tolerance,IM,Importance,4.29,35,0.19,3.91,4.67,N,07/2012,Incumbent
17-2199.10,Wind Energy Engineers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.37,35,0.18,4,4.75,N,07/2012,Incumbent
17-2199.10,Wind Energy Engineers,1.C.5.a,Dependability,IM,Importance,4.37,35,0.11,4.15,4.59,N,07/2012,Incumbent
17-2199.10,Wind Energy Engineers,1.C.5.b,Attention to Detail,IM,Importance,4.55,35,0.15,4.25,4.85,N,07/2012,Incumbent
17-2199.10,Wind Energy Engineers,1.C.5.c,Integrity,IM,Importance,4.37,35,0.16,4.05,4.68,N,07/2012,Incumbent
17-2199.10,Wind Energy Engineers,1.C.6,Independence,IM,Importance,4.18,35,0.23,3.71,4.65,N,07/2012,Incumbent
17-2199.10,Wind Energy Engineers,1.C.7.a,Innovation,IM,Importance,4.01,35,0.12,3.77,4.24,N,07/2012,Incumbent
17-2199.10,Wind Energy Engineers,1.C.7.b,Analytical Thinking,IM,Importance,4.63,35,0.12,4.38,4.88,N,07/2012,Incumbent
17-2199.11,Solar Energy Systems Engineers,1.C.1.a,Achievement/Effort,IM,Importance,3.86,28,,,,,08/2023,Occupational Expert
17-2199.11,Solar Energy Systems Engineers,1.C.1.b,Persistence,IM,Importance,3.96,28,,,,,08/2023,Occupational Expert
17-2199.11,Solar Energy Systems Engineers,1.C.1.c,Initiative,IM,Importance,3.75,28,,,,,08/2023,Occupational Expert
17-2199.11,Solar Energy Systems Engineers,1.C.2.b,Leadership,IM,Importance,3.25,28,,,,,08/2023,Occupational Expert
17-2199.11,Solar Energy Systems Engineers,1.C.3.a,Cooperation,IM,Importance,4.04,28,,,,,08/2023,Occupational Expert
17-2199.11,Solar Energy Systems Engineers,1.C.3.b,Concern for Others,IM,Importance,3.39,28,,,,,08/2023,Occupational Expert
17-2199.11,Solar Energy Systems Engineers,1.C.3.c,Social Orientation,IM,Importance,2.64,28,,,,,08/2023,Occupational Expert
17-2199.11,Solar Energy Systems Engineers,1.C.4.a,Self-Control,IM,Importance,3.25,28,,,,,08/2023,Occupational Expert
17-2199.11,Solar Energy Systems Engineers,1.C.4.b,Stress Tolerance,IM,Importance,3.75,28,,,,,08/2023,Occupational Expert
17-2199.11,Solar Energy Systems Engineers,1.C.4.c,Adaptability/Flexibility,IM,Importance,4,27,,,,,08/2023,Occupational Expert
17-2199.11,Solar Energy Systems Engineers,1.C.5.a,Dependability,IM,Importance,4.29,28,,,,,08/2023,Occupational Expert
17-2199.11,Solar Energy Systems Engineers,1.C.5.b,Attention to Detail,IM,Importance,4.61,28,,,,,08/2023,Occupational Expert
17-2199.11,Solar Energy Systems Engineers,1.C.5.c,Integrity,IM,Importance,4.18,28,,,,,08/2023,Occupational Expert
17-2199.11,Solar Energy Systems Engineers,1.C.6,Independence,IM,Importance,3.43,28,,,,,08/2023,Occupational Expert
17-2199.11,Solar Energy Systems Engineers,1.C.7.a,Innovation,IM,Importance,3.11,27,,,,,08/2023,Occupational Expert
17-2199.11,Solar Energy Systems Engineers,1.C.7.b,Analytical Thinking,IM,Importance,3.93,28,,,,,08/2023,Occupational Expert
17-3011.00,Architectural and Civil Drafters,1.C.1.a,Achievement/Effort,IM,Importance,3.71,,,,,N,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,1.C.1.b,Persistence,IM,Importance,3.67,,,,,N,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,1.C.1.c,Initiative,IM,Importance,3.8,,,,,N,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,1.C.2.b,Leadership,IM,Importance,3.67,,,,,N,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,1.C.3.a,Cooperation,IM,Importance,4.33,,,,,N,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,1.C.3.b,Concern for Others,IM,Importance,2.94,,,,,N,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,1.C.3.c,Social Orientation,IM,Importance,3.07,,,,,N,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,1.C.4.a,Self-Control,IM,Importance,3.82,,,,,N,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,1.C.4.b,Stress Tolerance,IM,Importance,3.96,,,,,N,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.15,,,,,N,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,1.C.5.a,Dependability,IM,Importance,4.58,,,,,N,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,1.C.5.b,Attention to Detail,IM,Importance,4.78,,,,,N,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,1.C.5.c,Integrity,IM,Importance,3.86,,,,,N,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,1.C.6,Independence,IM,Importance,3.99,,,,,N,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,1.C.7.a,Innovation,IM,Importance,3.8,,,,,N,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,1.C.7.b,Analytical Thinking,IM,Importance,4.29,,,,,N,11/2020,Analyst - Transition
17-3012.00,Electrical and Electronics Drafters,1.C.1.a,Achievement/Effort,IM,Importance,3.72,69,0.22,3.28,4.16,N,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,1.C.1.b,Persistence,IM,Importance,3.68,69,0.22,3.25,4.11,N,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,1.C.1.c,Initiative,IM,Importance,4.07,70,0.07,3.93,4.21,N,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,1.C.2.b,Leadership,IM,Importance,3.36,70,0.4,2.56,4.16,N,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,1.C.3.a,Cooperation,IM,Importance,3.98,70,0.28,3.43,4.53,N,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,1.C.3.b,Concern for Others,IM,Importance,3.37,70,0.12,3.12,3.62,N,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,1.C.3.c,Social Orientation,IM,Importance,2.95,70,0.31,2.34,3.56,N,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,1.C.4.a,Self-Control,IM,Importance,3.58,70,0.45,2.69,4.47,N,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,1.C.4.b,Stress Tolerance,IM,Importance,3.57,70,0.47,2.62,4.51,N,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.76,70,0.24,3.29,4.24,N,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,1.C.5.a,Dependability,IM,Importance,4.08,69,0.34,3.4,4.75,N,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,1.C.5.b,Attention to Detail,IM,Importance,4.55,70,0.16,4.23,4.87,N,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,1.C.5.c,Integrity,IM,Importance,3.58,69,0.43,2.73,4.44,N,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,1.C.6,Independence,IM,Importance,3.7,69,0.22,3.25,4.15,N,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,1.C.7.a,Innovation,IM,Importance,3.69,70,0.15,3.39,3.98,N,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,1.C.7.b,Analytical Thinking,IM,Importance,3.85,70,0.25,3.36,4.35,N,08/2022,Incumbent
17-3013.00,Mechanical Drafters,1.C.1.a,Achievement/Effort,IM,Importance,3.74,29,0.22,3.3,4.18,N,07/2017,Incumbent
17-3013.00,Mechanical Drafters,1.C.1.b,Persistence,IM,Importance,3.6,29,0.18,3.24,3.96,N,07/2017,Incumbent
17-3013.00,Mechanical Drafters,1.C.1.c,Initiative,IM,Importance,4.16,29,0.09,3.97,4.35,N,07/2017,Incumbent
17-3013.00,Mechanical Drafters,1.C.2.b,Leadership,IM,Importance,3.61,29,0.16,3.29,3.93,N,07/2017,Incumbent
17-3013.00,Mechanical Drafters,1.C.3.a,Cooperation,IM,Importance,4.05,28,0.19,3.67,4.44,N,07/2017,Incumbent
17-3013.00,Mechanical Drafters,1.C.3.b,Concern for Others,IM,Importance,3.35,28,0.2,2.94,3.76,N,07/2017,Incumbent
17-3013.00,Mechanical Drafters,1.C.3.c,Social Orientation,IM,Importance,3.27,28,0.21,2.83,3.71,N,07/2017,Incumbent
17-3013.00,Mechanical Drafters,1.C.4.a,Self-Control,IM,Importance,3.88,28,0.18,3.51,4.24,N,07/2017,Incumbent
17-3013.00,Mechanical Drafters,1.C.4.b,Stress Tolerance,IM,Importance,3.91,28,0.12,3.66,4.16,N,07/2017,Incumbent
17-3013.00,Mechanical Drafters,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.84,28,0.25,3.33,4.35,N,07/2017,Incumbent
17-3013.00,Mechanical Drafters,1.C.5.a,Dependability,IM,Importance,4.23,28,0.13,3.96,4.5,N,07/2017,Incumbent
17-3013.00,Mechanical Drafters,1.C.5.b,Attention to Detail,IM,Importance,4.84,28,0.09,4.65,5,N,07/2017,Incumbent
17-3013.00,Mechanical Drafters,1.C.5.c,Integrity,IM,Importance,4.2,29,0.12,3.95,4.45,N,07/2017,Incumbent
17-3013.00,Mechanical Drafters,1.C.6,Independence,IM,Importance,3.58,29,0.41,2.74,4.42,N,07/2017,Incumbent
17-3013.00,Mechanical Drafters,1.C.7.a,Innovation,IM,Importance,4.02,29,0.12,3.77,4.28,N,07/2017,Incumbent
17-3013.00,Mechanical Drafters,1.C.7.b,Analytical Thinking,IM,Importance,4.34,29,0.19,3.96,4.73,N,07/2017,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.34,15,0.43,2.43,4.26,N,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.1.b,Persistence,IM,Importance,4.22,15,0.28,3.62,4.83,N,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.1.c,Initiative,IM,Importance,4.23,15,0.28,3.62,4.83,N,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.2.b,Leadership,IM,Importance,3.23,15,0.26,2.67,3.79,N,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.3.a,Cooperation,IM,Importance,3.81,15,0.19,3.41,4.21,N,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.3.b,Concern for Others,IM,Importance,2.93,15,0.27,2.36,3.5,N,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.3.c,Social Orientation,IM,Importance,2.97,15,0.39,2.13,3.8,N,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.4.a,Self-Control,IM,Importance,3.72,15,0.36,2.95,4.49,N,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.4.b,Stress Tolerance,IM,Importance,4.08,15,0.31,3.4,4.75,N,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.37,15,0.26,3.82,4.92,N,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.5.a,Dependability,IM,Importance,4.61,15,0.24,4.1,5,N,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.77,15,0.16,4.43,5,N,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.5.c,Integrity,IM,Importance,4.45,15,0.35,3.71,5,N,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.6,Independence,IM,Importance,4.16,15,0.21,3.72,4.61,N,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.7.a,Innovation,IM,Importance,3.6,15,0.36,2.83,4.36,N,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,1.C.7.b,Analytical Thinking,IM,Importance,4.47,15,0.19,4.07,4.87,N,08/2019,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.83,36,0.14,3.54,4.13,N,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.1.b,Persistence,IM,Importance,4.03,36,0.21,3.62,4.45,N,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.1.c,Initiative,IM,Importance,4.23,36,0.18,3.87,4.58,N,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.2.b,Leadership,IM,Importance,3.87,36,0.15,3.56,4.18,N,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.3.a,Cooperation,IM,Importance,4.36,36,0.08,4.2,4.53,N,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.3.b,Concern for Others,IM,Importance,3.74,36,0.12,3.49,3.99,N,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.3.c,Social Orientation,IM,Importance,3.58,35,0.13,3.32,3.83,N,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.4.a,Self-Control,IM,Importance,4.05,36,0.3,3.46,4.65,N,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.4.b,Stress Tolerance,IM,Importance,3.94,36,0.17,3.6,4.29,N,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.14,36,0.15,3.84,4.44,N,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.5.a,Dependability,IM,Importance,4.47,36,0.08,4.31,4.64,N,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.5.b,Attention to Detail,IM,Importance,4.51,36,0.09,4.33,4.69,N,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.5.c,Integrity,IM,Importance,4.61,36,0.1,4.41,4.82,N,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.6,Independence,IM,Importance,3.49,36,0.4,2.67,4.31,N,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.7.a,Innovation,IM,Importance,3.74,36,0.14,3.46,4.02,N,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,1.C.7.b,Analytical Thinking,IM,Importance,4.08,36,0.16,3.75,4.41,N,07/2017,Incumbent
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,1.C.1.a,Achievement/Effort,IM,Importance,3.85,,,,,N,11/2020,Analyst - Transition
